"INCDATE","month","V20061","offense_code","offense_category"
2023-09-20,2023-09-01,132,132,"Assault"
2023-10-20,2023-10-01,238,238,"Theft/Fraud/Burglary"
2023-09-23,2023-09-01,132,132,"Assault"
2023-03-28,2023-03-01,280,280,"Theft/Fraud/Burglary"
2023-11-27,2023-11-01,280,280,"Theft/Fraud/Burglary"
2023-09-16,2023-09-01,290,290,"Vandalism"
2023-05-20,2023-05-01,131,131,"Assault"
2023-01-16,2023-01-01,132,132,"Assault"
2023-04-20,2023-04-01,290,290,"Vandalism"
2023-04-20,2023-04-01,133,133,"Intimidation"
2023-04-20,2023-04-01,133,133,"Intimidation"
2023-06-26,2023-06-01,132,132,"Assault"
2023-05-25,2023-05-01,238,238,"Theft/Fraud/Burglary"
2023-11-24,2023-11-01,133,133,"Intimidation"
2023-10-14,2023-10-01,131,131,"Assault"
2023-03-16,2023-03-01,133,133,"Intimidation"
2023-10-20,2023-10-01,290,290,"Vandalism"
2023-08-19,2023-08-01,131,131,"Assault"
2023-05-20,2023-05-01,132,132,"Assault"
2023-06-20,2023-06-01,132,132,"Assault"
2023-06-20,2023-06-01,131,131,"Assault"
2023-11-20,2023-11-01,290,290,"Vandalism"
2023-01-21,2023-01-01,132,132,"Assault"
2023-02-20,2023-02-01,132,132,"Assault"
2023-10-17,2023-10-01,132,132,"Assault"
2023-01-28,2023-01-01,131,131,"Assault"
2023-01-20,2023-01-01,290,290,"Vandalism"
2023-07-20,2023-07-01,133,133,"Intimidation"
2023-06-20,2023-06-01,238,238,"Theft/Fraud/Burglary"
2023-05-30,2023-05-01,233,233,"Theft/Fraud/Burglary"
2023-06-20,2023-06-01,290,290,"Vandalism"
2023-11-30,2023-11-01,233,233,"Theft/Fraud/Burglary"
2023-01-20,2023-01-01,132,132,"Assault"
2023-08-20,2023-08-01,131,131,"Assault"
2023-11-20,2023-11-01,132,132,"Assault"
2023-09-26,2023-09-01,131,131,"Assault"
2023-10-20,2023-10-01,290,290,"Vandalism"
2023-12-20,2023-12-01,133,133,"Intimidation"
2023-10-21,2023-10-01,132,132,"Assault"
2023-10-24,2023-10-01,133,133,"Intimidation"
2023-03-17,2023-03-01,131,131,"Assault"
2023-09-21,2023-09-01,131,131,"Assault"
2023-06-26,2023-06-01,91,91,"Other"
2023-09-20,2023-09-01,234,234,"Theft/Fraud/Burglary"
2023-02-22,2023-02-01,132,132,"Assault"
2023-09-25,2023-09-01,132,132,"Assault"
2023-11-28,2023-11-01,132,132,"Assault"
2023-12-20,2023-12-01,133,133,"Intimidation"
2023-04-20,2023-04-01,132,132,"Assault"
2023-07-21,2023-07-01,220,220,"Theft/Fraud/Burglary"
2023-06-20,2023-06-01,131,131,"Assault"
2023-07-20,2023-07-01,520,520,"Drug/Weapons Violation"
2023-11-30,2023-11-01,270,270,"Theft/Fraud/Burglary"
2023-06-20,2023-06-01,131,131,"Assault"
2023-01-22,2023-01-01,133,133,"Intimidation"
2023-02-13,2023-02-01,133,133,"Intimidation"
2023-06-28,2023-06-01,238,238,"Theft/Fraud/Burglary"
2023-08-28,2023-08-01,290,290,"Vandalism"
2023-04-20,2023-04-01,133,133,"Intimidation"
2023-10-19,2023-10-01,132,132,"Assault"
2023-01-20,2023-01-01,132,132,"Assault"
2023-10-20,2023-10-01,132,132,"Assault"
2023-05-20,2023-05-01,133,133,"Intimidation"
2023-08-13,2023-08-01,132,132,"Assault"
2023-09-20,2023-09-01,290,290,"Vandalism"
2023-01-20,2023-01-01,290,290,"Vandalism"
2023-11-28,2023-11-01,290,290,"Vandalism"
2023-08-20,2023-08-01,131,131,"Assault"
2023-06-20,2023-06-01,133,133,"Intimidation"
2023-01-20,2023-01-01,133,133,"Intimidation"
2023-09-30,2023-09-01,132,132,"Assault"
2023-06-20,2023-06-01,290,290,"Vandalism"
2023-11-20,2023-11-01,133,133,"Intimidation"
2023-10-22,2023-10-01,133,133,"Intimidation"
2023-10-23,2023-10-01,133,133,"Intimidation"
2023-12-13,2023-12-01,133,133,"Intimidation"
2023-08-13,2023-08-01,131,131,"Assault"
2023-10-27,2023-10-01,290,290,"Vandalism"
2023-05-20,2023-05-01,133,133,"Intimidation"
2023-02-18,2023-02-01,351,351,"Drug/Weapons Violation"
2023-11-15,2023-11-01,240,240,"Theft/Fraud/Burglary"
2023-07-20,2023-07-01,131,131,"Assault"
2023-02-24,2023-02-01,132,132,"Assault"
2023-12-27,2023-12-01,238,238,"Theft/Fraud/Burglary"
2023-08-25,2023-08-01,132,132,"Assault"
2023-12-26,2023-12-01,520,520,"Drug/Weapons Violation"
2023-03-19,2023-03-01,133,133,"Intimidation"
2023-01-16,2023-01-01,132,132,"Assault"
2023-12-15,2023-12-01,132,132,"Assault"
2023-03-20,2023-03-01,133,133,"Intimidation"
2023-04-29,2023-04-01,131,131,"Assault"
2023-10-26,2023-10-01,133,133,"Intimidation"
2023-05-14,2023-05-01,133,133,"Intimidation"
2023-01-20,2023-01-01,131,131,"Assault"
2023-08-20,2023-08-01,200,200,"Theft/Fraud/Burglary"
2023-09-20,2023-09-01,133,133,"Intimidation"
2023-11-15,2023-11-01,133,133,"Intimidation"
2023-09-20,2023-09-01,131,131,"Assault"
2023-01-20,2023-01-01,131,131,"Assault"
2023-03-16,2023-03-01,132,132,"Assault"
2023-12-20,2023-12-01,132,132,"Assault"
2023-01-20,2023-01-01,132,132,"Assault"
2023-06-30,2023-06-01,132,132,"Assault"
2023-08-20,2023-08-01,351,351,"Drug/Weapons Violation"
2023-04-30,2023-04-01,237,237,"Theft/Fraud/Burglary"
2023-07-31,2023-07-01,131,131,"Assault"
2023-09-18,2023-09-01,261,261,"Theft/Fraud/Burglary"
2023-10-22,2023-10-01,132,132,"Assault"
2023-12-15,2023-12-01,132,132,"Assault"
2023-07-30,2023-07-01,132,132,"Assault"
2023-09-23,2023-09-01,133,133,"Intimidation"
2023-11-25,2023-11-01,132,132,"Assault"
2023-12-28,2023-12-01,111,111,"Sexual Offense"
2023-06-20,2023-06-01,132,132,"Assault"
2023-01-20,2023-01-01,133,133,"Intimidation"
2023-04-20,2023-04-01,133,133,"Intimidation"
2023-03-22,2023-03-01,133,133,"Intimidation"
2023-12-22,2023-12-01,133,133,"Intimidation"
2023-10-26,2023-10-01,133,133,"Intimidation"
2023-04-20,2023-04-01,133,133,"Intimidation"
2023-03-17,2023-03-01,133,133,"Intimidation"
2023-10-30,2023-10-01,133,133,"Intimidation"
2023-12-20,2023-12-01,133,133,"Intimidation"
2023-12-20,2023-12-01,132,132,"Assault"
2023-09-30,2023-09-01,133,133,"Intimidation"
2023-10-31,2023-10-01,133,133,"Intimidation"
2023-10-20,2023-10-01,133,133,"Intimidation"
2023-03-20,2023-03-01,133,133,"Intimidation"
2023-06-20,2023-06-01,133,133,"Intimidation"
2023-03-20,2023-03-01,132,132,"Assault"
2023-02-20,2023-02-01,133,133,"Intimidation"
2023-02-21,2023-02-01,133,133,"Intimidation"
2023-01-18,2023-01-01,133,133,"Intimidation"
2023-10-17,2023-10-01,290,290,"Vandalism"
2023-05-19,2023-05-01,132,132,"Assault"
2023-04-14,2023-04-01,132,132,"Assault"
2023-11-20,2023-11-01,236,236,"Theft/Fraud/Burglary"
2023-09-28,2023-09-01,131,131,"Assault"
2023-04-21,2023-04-01,133,133,"Intimidation"
2023-01-28,2023-01-01,131,131,"Assault"
2023-10-18,2023-10-01,133,133,"Intimidation"
2023-11-20,2023-11-01,236,236,"Theft/Fraud/Burglary"
2023-05-20,2023-05-01,351,351,"Drug/Weapons Violation"
2023-01-25,2023-01-01,114,114,"Sexual Offense"
2023-06-20,2023-06-01,351,351,"Drug/Weapons Violation"
2023-04-20,2023-04-01,132,132,"Assault"
2023-05-20,2023-05-01,132,132,"Assault"
2023-04-14,2023-04-01,290,290,"Vandalism"
2023-11-20,2023-11-01,266,266,"Theft/Fraud/Burglary"
2023-07-20,2023-07-01,238,238,"Theft/Fraud/Burglary"
2023-09-20,2023-09-01,233,233,"Theft/Fraud/Burglary"
2023-02-19,2023-02-01,238,238,"Theft/Fraud/Burglary"
2023-04-16,2023-04-01,233,233,"Theft/Fraud/Burglary"
2023-02-27,2023-02-01,233,233,"Theft/Fraud/Burglary"
2023-06-25,2023-06-01,240,240,"Theft/Fraud/Burglary"
2023-12-16,2023-12-01,236,236,"Theft/Fraud/Burglary"
2023-07-31,2023-07-01,133,133,"Intimidation"
2023-11-17,2023-11-01,132,132,"Assault"
2023-05-16,2023-05-01,133,133,"Intimidation"
2023-05-17,2023-05-01,132,132,"Assault"
2023-11-16,2023-11-01,131,131,"Assault"
2023-10-20,2023-10-01,133,133,"Intimidation"
2023-03-20,2023-03-01,132,132,"Assault"
2023-10-22,2023-10-01,131,131,"Assault"
2023-04-30,2023-04-01,133,133,"Intimidation"
2023-09-20,2023-09-01,133,133,"Intimidation"
2023-03-18,2023-03-01,131,131,"Assault"
2023-10-13,2023-10-01,132,132,"Assault"
2023-04-19,2023-04-01,133,133,"Intimidation"
2023-06-20,2023-06-01,290,290,"Vandalism"
2023-11-29,2023-11-01,233,233,"Theft/Fraud/Burglary"
2023-12-21,2023-12-01,238,238,"Theft/Fraud/Burglary"
2023-10-20,2023-10-01,290,290,"Vandalism"
2023-06-16,2023-06-01,233,233,"Theft/Fraud/Burglary"
2023-09-20,2023-09-01,233,233,"Theft/Fraud/Burglary"
2023-12-20,2023-12-01,131,131,"Assault"
2023-06-20,2023-06-01,133,133,"Intimidation"
2023-07-20,2023-07-01,351,351,"Drug/Weapons Violation"
2023-05-20,2023-05-01,238,238,"Theft/Fraud/Burglary"
2023-11-20,2023-11-01,132,132,"Assault"
2023-07-20,2023-07-01,240,240,"Theft/Fraud/Burglary"
2023-12-13,2023-12-01,236,236,"Theft/Fraud/Burglary"
2023-12-19,2023-12-01,351,351,"Drug/Weapons Violation"
2023-07-21,2023-07-01,290,290,"Vandalism"
2023-06-20,2023-06-01,250,250,"Theft/Fraud/Burglary"
2023-08-23,2023-08-01,236,236,"Theft/Fraud/Burglary"
2023-08-20,2023-08-01,131,131,"Assault"
2023-04-20,2023-04-01,132,132,"Assault"
2023-03-17,2023-03-01,132,132,"Assault"
2023-01-20,2023-01-01,133,133,"Intimidation"
2023-11-26,2023-11-01,133,133,"Intimidation"
2023-10-27,2023-10-01,132,132,"Assault"
2023-07-13,2023-07-01,290,290,"Vandalism"
2023-10-16,2023-10-01,234,234,"Theft/Fraud/Burglary"
2023-05-25,2023-05-01,132,132,"Assault"
2023-10-30,2023-10-01,290,290,"Vandalism"
2023-08-20,2023-08-01,352,352,"Drug/Weapons Violation"
2023-07-19,2023-07-01,133,133,"Intimidation"
2023-10-24,2023-10-01,133,133,"Intimidation"
2023-03-20,2023-03-01,132,132,"Assault"
2023-06-20,2023-06-01,132,132,"Assault"
2023-11-16,2023-11-01,238,238,"Theft/Fraud/Burglary"
2023-12-20,2023-12-01,290,290,"Vandalism"
2023-10-17,2023-10-01,132,132,"Assault"
2023-12-20,2023-12-01,132,132,"Assault"
2023-08-20,2023-08-01,132,132,"Assault"
2023-08-20,2023-08-01,132,132,"Assault"
2023-03-20,2023-03-01,263,263,"Theft/Fraud/Burglary"
2023-09-17,2023-09-01,240,240,"Theft/Fraud/Burglary"
2023-12-23,2023-12-01,220,220,"Theft/Fraud/Burglary"
2023-10-18,2023-10-01,290,290,"Vandalism"
2023-09-15,2023-09-01,238,238,"Theft/Fraud/Burglary"
2023-07-20,2023-07-01,131,131,"Assault"
2023-05-20,2023-05-01,290,290,"Vandalism"
2023-09-13,2023-09-01,720,720,"Other"
2023-09-20,2023-09-01,131,131,"Assault"
2023-11-20,2023-11-01,131,131,"Assault"
2023-03-20,2023-03-01,132,132,"Assault"
2023-01-16,2023-01-01,132,132,"Assault"
2023-12-15,2023-12-01,132,132,"Assault"
2023-02-23,2023-02-01,352,352,"Drug/Weapons Violation"
2023-07-20,2023-07-01,132,132,"Assault"
2023-08-20,2023-08-01,131,131,"Assault"
2023-08-20,2023-08-01,132,132,"Assault"
2022-05-23,2022-05-01,133,133,"Intimidation"
2022-01-13,2022-01-01,131,131,"Assault"
2022-01-25,2022-01-01,351,351,"Drug/Weapons Violation"
2022-11-17,2022-11-01,351,351,"Drug/Weapons Violation"
2022-12-25,2022-12-01,237,237,"Theft/Fraud/Burglary"
2022-04-30,2022-04-01,131,131,"Assault"
2022-05-21,2022-05-01,133,133,"Intimidation"
2022-02-20,2022-02-01,290,290,"Vandalism"
2022-05-18,2022-05-01,131,131,"Assault"
2022-02-20,2022-02-01,132,132,"Assault"
2022-05-20,2022-05-01,131,131,"Assault"
2022-01-20,2022-01-01,132,132,"Assault"
2022-03-31,2022-03-01,120,120,"Theft/Fraud/Burglary"
2022-04-20,2022-04-01,131,131,"Assault"
2022-05-20,2022-05-01,280,280,"Theft/Fraud/Burglary"
2022-11-20,2022-11-01,132,132,"Assault"
2022-03-28,2022-03-01,132,132,"Assault"
2022-08-14,2022-08-01,131,131,"Assault"
2022-02-27,2022-02-01,290,290,"Vandalism"
2022-06-14,2022-06-01,133,133,"Intimidation"
2022-12-20,2022-12-01,131,131,"Assault"
2022-03-22,2022-03-01,290,290,"Vandalism"
2022-03-24,2022-03-01,236,236,"Theft/Fraud/Burglary"
2022-10-13,2022-10-01,236,236,"Theft/Fraud/Burglary"
2022-06-14,2022-06-01,240,240,"Theft/Fraud/Burglary"
2022-07-26,2022-07-01,290,290,"Vandalism"
2022-03-20,2022-03-01,236,236,"Theft/Fraud/Burglary"
2022-11-24,2022-11-01,236,236,"Theft/Fraud/Burglary"
2022-12-29,2022-12-01,132,132,"Assault"
2022-03-30,2022-03-01,220,220,"Theft/Fraud/Burglary"
2022-04-20,2022-04-01,236,236,"Theft/Fraud/Burglary"
2022-04-20,2022-04-01,200,200,"Theft/Fraud/Burglary"
2022-06-14,2022-06-01,250,250,"Theft/Fraud/Burglary"
2022-06-27,2022-06-01,236,236,"Theft/Fraud/Burglary"
2022-01-20,2022-01-01,240,240,"Theft/Fraud/Burglary"
2022-08-19,2022-08-01,236,236,"Theft/Fraud/Burglary"
2022-12-20,2022-12-01,266,266,"Theft/Fraud/Burglary"
2022-08-14,2022-08-01,236,236,"Theft/Fraud/Burglary"
2022-01-20,2022-01-01,290,290,"Vandalism"
2022-11-25,2022-11-01,220,220,"Theft/Fraud/Burglary"
2022-11-20,2022-11-01,236,236,"Theft/Fraud/Burglary"
2022-12-20,2022-12-01,220,220,"Theft/Fraud/Burglary"
2022-10-20,2022-10-01,131,131,"Assault"
2022-09-20,2022-09-01,233,233,"Theft/Fraud/Burglary"
2022-05-18,2022-05-01,131,131,"Assault"
2022-10-20,2022-10-01,236,236,"Theft/Fraud/Burglary"
2022-07-29,2022-07-01,131,131,"Assault"
2022-07-17,2022-07-01,238,238,"Theft/Fraud/Burglary"
2022-11-23,2022-11-01,133,133,"Intimidation"
2022-11-21,2022-11-01,238,238,"Theft/Fraud/Burglary"
2022-06-20,2022-06-01,120,120,"Theft/Fraud/Burglary"
2022-07-29,2022-07-01,133,133,"Intimidation"
2022-08-19,2022-08-01,132,132,"Assault"
2022-02-20,2022-02-01,238,238,"Theft/Fraud/Burglary"
2022-04-14,2022-04-01,133,133,"Intimidation"
2022-08-20,2022-08-01,290,290,"Vandalism"
2022-04-29,2022-04-01,132,132,"Assault"
2022-05-23,2022-05-01,290,290,"Vandalism"
2022-12-20,2022-12-01,290,290,"Vandalism"
2022-05-17,2022-05-01,132,132,"Assault"
2022-11-27,2022-11-01,133,133,"Intimidation"
2022-10-20,2022-10-01,351,351,"Drug/Weapons Violation"
2022-03-20,2022-03-01,132,132,"Assault"
2022-08-18,2022-08-01,133,133,"Intimidation"
2022-10-21,2022-10-01,351,351,"Drug/Weapons Violation"
2022-09-13,2022-09-01,351,351,"Drug/Weapons Violation"
2022-09-15,2022-09-01,351,351,"Drug/Weapons Violation"
2022-08-17,2022-08-01,133,133,"Intimidation"
2022-10-31,2022-10-01,133,133,"Intimidation"
2022-12-29,2022-12-01,133,133,"Intimidation"
2022-02-18,2022-02-01,133,133,"Intimidation"
2022-04-23,2022-04-01,133,133,"Intimidation"
2022-04-20,2022-04-01,132,132,"Assault"
2022-03-18,2022-03-01,132,132,"Assault"
2022-11-13,2022-11-01,351,351,"Drug/Weapons Violation"
2022-03-20,2022-03-01,351,351,"Drug/Weapons Violation"
2022-08-24,2022-08-01,237,237,"Theft/Fraud/Burglary"
2022-06-14,2022-06-01,351,351,"Drug/Weapons Violation"
2022-07-30,2022-07-01,240,240,"Theft/Fraud/Burglary"
2022-09-18,2022-09-01,132,132,"Assault"
2022-09-29,2022-09-01,220,220,"Theft/Fraud/Burglary"
2022-01-25,2022-01-01,266,266,"Theft/Fraud/Burglary"
2022-05-29,2022-05-01,131,131,"Assault"
2022-03-21,2022-03-01,238,238,"Theft/Fraud/Burglary"
2022-06-20,2022-06-01,132,132,"Assault"
2022-04-18,2022-04-01,290,290,"Vandalism"
2022-05-20,2022-05-01,132,132,"Assault"
2022-07-20,2022-07-01,133,133,"Intimidation"
2022-10-29,2022-10-01,133,133,"Intimidation"
2022-03-16,2022-03-01,132,132,"Assault"
2022-03-31,2022-03-01,133,133,"Intimidation"
2022-07-20,2022-07-01,132,132,"Assault"
2022-01-20,2022-01-01,132,132,"Assault"
2022-05-14,2022-05-01,132,132,"Assault"
2022-07-30,2022-07-01,133,133,"Intimidation"
2022-12-20,2022-12-01,133,133,"Intimidation"
2022-08-20,2022-08-01,133,133,"Intimidation"
2022-06-13,2022-06-01,220,220,"Theft/Fraud/Burglary"
2022-02-20,2022-02-01,133,133,"Intimidation"
2022-07-21,2022-07-01,132,132,"Assault"
2022-01-20,2022-01-01,133,133,"Intimidation"
2022-08-14,2022-08-01,132,132,"Assault"
2022-10-20,2022-10-01,132,132,"Assault"
2022-02-16,2022-02-01,132,132,"Assault"
2022-06-19,2022-06-01,133,133,"Intimidation"
2022-02-14,2022-02-01,132,132,"Assault"
2022-05-20,2022-05-01,131,131,"Assault"
2022-09-20,2022-09-01,132,132,"Assault"
2022-11-17,2022-11-01,351,351,"Drug/Weapons Violation"
2022-12-25,2022-12-01,132,132,"Assault"
2022-11-20,2022-11-01,240,240,"Theft/Fraud/Burglary"
2022-05-18,2022-05-01,131,131,"Assault"
2022-06-20,2022-06-01,220,220,"Theft/Fraud/Burglary"
2022-01-20,2022-01-01,234,234,"Theft/Fraud/Burglary"
2022-04-20,2022-04-01,132,132,"Assault"
2022-02-20,2022-02-01,131,131,"Assault"
2022-10-20,2022-10-01,290,290,"Vandalism"
2022-07-20,2022-07-01,133,133,"Intimidation"
2022-12-25,2022-12-01,240,240,"Theft/Fraud/Burglary"
2022-04-20,2022-04-01,280,280,"Theft/Fraud/Burglary"
2022-07-20,2022-07-01,351,351,"Drug/Weapons Violation"
2022-02-23,2022-02-01,351,351,"Drug/Weapons Violation"
2022-11-22,2022-11-01,132,132,"Assault"
2022-06-28,2022-06-01,234,234,"Theft/Fraud/Burglary"
2022-11-29,2022-11-01,133,133,"Intimidation"
2022-11-19,2022-11-01,132,132,"Assault"
2022-09-18,2022-09-01,133,133,"Intimidation"
2022-06-20,2022-06-01,133,133,"Intimidation"
2022-04-20,2022-04-01,132,132,"Assault"
2022-01-16,2022-01-01,133,133,"Intimidation"
2022-06-25,2022-06-01,351,351,"Drug/Weapons Violation"
2022-03-29,2022-03-01,290,290,"Vandalism"
2022-08-20,2022-08-01,133,133,"Intimidation"
2022-02-20,2022-02-01,133,133,"Intimidation"
2022-02-21,2022-02-01,132,132,"Assault"
2022-07-30,2022-07-01,233,233,"Theft/Fraud/Burglary"
2022-03-19,2022-03-01,133,133,"Intimidation"
2022-04-20,2022-04-01,133,133,"Intimidation"
2022-07-20,2022-07-01,133,133,"Intimidation"
2022-11-20,2022-11-01,133,133,"Intimidation"
2022-07-20,2022-07-01,290,290,"Vandalism"
2022-11-20,2022-11-01,132,132,"Assault"
2022-10-26,2022-10-01,238,238,"Theft/Fraud/Burglary"
2022-11-18,2022-11-01,351,351,"Drug/Weapons Violation"
2022-09-28,2022-09-01,236,236,"Theft/Fraud/Burglary"
2022-12-20,2022-12-01,133,133,"Intimidation"
2022-02-20,2022-02-01,236,236,"Theft/Fraud/Burglary"
2022-03-28,2022-03-01,132,132,"Assault"
2022-12-13,2022-12-01,266,266,"Theft/Fraud/Burglary"
2022-12-21,2022-12-01,290,290,"Vandalism"
2022-12-20,2022-12-01,232,232,"Theft/Fraud/Burglary"
2022-09-15,2022-09-01,132,132,"Assault"
2022-06-20,2022-06-01,133,133,"Intimidation"
2022-01-24,2022-01-01,132,132,"Assault"
2022-11-20,2022-11-01,233,233,"Theft/Fraud/Burglary"
2022-03-18,2022-03-01,133,133,"Intimidation"
2022-07-24,2022-07-01,290,290,"Vandalism"
2022-02-20,2022-02-01,133,133,"Intimidation"
2022-05-30,2022-05-01,133,133,"Intimidation"
2022-12-20,2022-12-01,266,266,"Theft/Fraud/Burglary"
2022-06-28,2022-06-01,131,131,"Assault"
2022-03-28,2022-03-01,131,131,"Assault"
2022-08-20,2022-08-01,132,132,"Assault"
2022-11-29,2022-11-01,290,290,"Vandalism"
2022-10-20,2022-10-01,131,131,"Assault"
2022-10-31,2022-10-01,133,133,"Intimidation"
2022-04-20,2022-04-01,133,133,"Intimidation"
2022-12-20,2022-12-01,133,133,"Intimidation"
2022-06-20,2022-06-01,238,238,"Theft/Fraud/Burglary"
2022-10-27,2022-10-01,351,351,"Drug/Weapons Violation"
2022-06-23,2022-06-01,351,351,"Drug/Weapons Violation"
2022-03-30,2022-03-01,351,351,"Drug/Weapons Violation"
2022-12-14,2022-12-01,351,351,"Drug/Weapons Violation"
